ID,City,Municipality,Neighborhood,Area,Rooms,Current_Floor,Total_Floors,Advertiser_Type,Photo_Count,Total_Price_EUR,Scrape_Date
5425646096448,Beograd,Savski venac,Beograd na vodi,63.41,2.0 Broj soba,X,25 Spratnost,Agencija,8,390888.0,2026-04-05 22:49:34
5425646097292,Beograd,Voždovac,Lekino brdo,99.0,4.0 Broj soba,III,4 Spratnost,Agencija,20,304000.0,2026-04-05 22:49:34
5425646542606,Beograd,Vračar,Kalenić pijaca,28.0,1.5 Broj soba,PR,1 Spratnost,Agencija,9,135000.0,2026-04-05 22:49:34
5425646670267,Beograd,Savski venac,Beograd na vodi,123.0,4.0 Broj soba,VI,8 Spratnost,Agencija,15,630000.0,2026-04-05 22:49:34
5425646669782,Beograd,Stari grad,Knez Mihailova,50.0,2.5 Broj soba,V,5 Spratnost,Agencija,14,305000.0,2026-04-05 22:49:34
5425646669775,Beograd,Vračar,Hram svetog Save,64.0,3.5 Broj soba,VPR,4 Spratnost,Agencija,15,310000.0,2026-04-05 22:49:34
5425646377565,Beograd,Zvezdara,Denkova bašta,98.0,4.5 Broj soba,II,4 Spratnost,Agencija,18,310000.0,2026-04-05 22:49:34
5425646431406,Beograd,Vračar,Čubura,86.0,4.0 Broj soba,IV,7 Spratnost,Agencija,5,423000.0,2026-04-05 22:49:34
5425646089045,Beograd,Barajevo,Stara Lipovica,142.0,4.0 Broj soba,II,2 Spratnost,Agencija,20,129000.0,2026-04-05 22:49:34
5425646662119,Beograd,Voždovac,Farmaceutski fakultet,44.0,2.0 Broj soba,I,3 Spratnost,Agencija,10,138000.0,2026-04-05 22:49:34
5425646230306,Beograd,Savski venac,Kneza Miloša,86.0,3.0 Broj soba,V,6 Spratnost,Agencija,15,344000.0,2026-04-05 22:49:34
5425646941231,Beograd,Vračar,SC Vračar,87.0,3.0 Broj soba,III,4 Spratnost,Agencija,20,435000.0,2026-04-05 22:49:34
5425646941229,Beograd,Voždovac,Medaković 2,65.0,3.0 Broj soba,III,6 Spratnost,Agencija,12,179000.0,2026-04-05 22:49:34
5425646941228,Beograd,Zvezdara,Severni bulevar,60.0,2.5 Broj soba,I,3 Spratnost,Agencija,12,180000.0,2026-04-05 22:49:34
5425645494777,Beograd,Vračar,Centar,253.0,4.0 Broj soba,PR,6 Spratnost,Agencija,6,880000.0,2026-04-05 22:49:34
5425646939782,Beograd,Palilula,Karaburma,129.0,4.0 Broj soba,VII,7 Spratnost,Agencija,20,520000.0,2026-04-05 22:49:34
5425646941171,Beograd,Voždovac,Šumice,25.0,0.5 Broj soba,II,8 Spratnost,Agencija,3,107000.0,2026-04-05 22:49:34
5425646672135,Beograd,Savski venac,Karađorđeva,36.0,1.0 Broj soba,III,8 Spratnost,Agencija,6,169000.0,2026-04-05 22:49:34
5425646723030,Beograd,Zvezdara,Severni bulevar,34.0,1.0 Broj soba,I,1 Spratnost,Agencija,1,112000.0,2026-04-05 22:49:34
5425646034651,Beograd,Surčin,Ledine,80.0,3.5 Broj soba,I,2 Spratnost,Agencija,7,179000.0,2026-04-05 22:49:34
5425646034650,Beograd,Surčin,Ledine,85.0,3.5 Broj soba,I,2 Spratnost,Agencija,7,191000.0,2026-04-05 22:49:34
5425646034640,Beograd,Surčin,Ledine,50.0,2.5 Broj soba,PR,2 Spratnost,Agencija,7,117500.0,2026-04-05 22:49:34
5425645265709,Beograd,Novi Beograd,Bežanijska kosa 3,65.0,2.0 Broj soba,IV,5 Spratnost,Agencija,10,189750.0,2026-04-05 22:49:34
5425644810227,Beograd,Zvezdara,Mali Mokri Lug,69.0,2.5 Broj soba,I,2 Spratnost,Agencija,13,150000.0,2026-04-05 22:49:34
5425646805624,Beograd,Vračar,Crveni krst,76.55,3.0 Broj soba,I,6 Spratnost,Agencija,6,257028.0,2026-04-05 22:49:34
5425646680952,Beograd,Palilula,Bogoslovija,54.0,2.5 Broj soba,I,4 Spratnost,Agencija,2,197536.0,2026-04-05 22:49:34
5425646442404,Beograd,Stari grad,Dorćol,115.0,4.0 Broj soba,II,4 Spratnost,Agencija,16,505000.0,2026-04-05 22:49:34
5425646683750,Beograd,Palilula,Bogoslovija,75.0,4.0 Broj soba,IV,4 Spratnost,Agencija,2,262237.0,2026-04-05 22:49:34
5425646652133,Beograd,Savski venac,Beograd na vodi,35.0,1.0 Broj soba,II,4 Spratnost,Agencija,8,140000.0,2026-04-05 22:49:34
5425646941158,Beograd,Stari grad,Trg Republike,47.0,2.0 Broj soba,II,3 Spratnost,Agencija,6,285000.0,2026-04-05 22:49:34
5425646722299,Beograd,Palilula,Botanička bašta,88.0,3.0 Broj soba,VII,13 Spratnost,Agencija,8,270000.0,2026-04-05 22:49:34
5425646730005,Beograd,Stari grad,Skupština,84.0,2.5 Broj soba,V,6 Spratnost,Agencija,5,426000.0,2026-04-05 22:49:34
5425646732829,Beograd,Voždovac,Braće Jerković,60.0,2.5 Broj soba,V,6 Spratnost,Agencija,11,165000.0,2026-04-05 22:49:34
5425646939793,Beograd,Zvezdara,Bulbulder,38.0,2.0 Broj soba,I,4 Spratnost,Agencija,8,145000.0,2026-04-05 22:49:34
5425646941253,Beograd,Voždovac,Vojvode Vlahovića,43.0,1.5 Broj soba,PR,5 Spratnost,Vlasnik,8,119000.0,2026-04-05 22:49:34
5425646540936,Beograd,Mladenovac,Mladenovac (mesto),79.86,4.0 Broj soba,III,6 Spratnost,Agencija,6,139040.0,2026-04-05 22:49:34
5425646696374,Beograd,Stari grad,Bajlonijeva pijaca,104.0,4.0 Broj soba,IV,5 Spratnost,Agencija,17,450000.0,2026-04-05 22:49:34
5425645753628,Beograd,Grocka,Kaluđerica,68.0,2.0 Broj soba,SUT,1 Spratnost,Agencija,19,97000.0,2026-04-05 22:49:34
5425646797106,Beograd,Stari grad,Centar,37.0,2.0 Broj soba,VI,7 Spratnost,Agencija,9,230000.0,2026-04-05 22:49:34
5425646543883,Beograd,Zvezdara,Mirijevo,115.0,3.5 Broj soba,II,2 Spratnost,Agencija,12,162000.0,2026-04-05 22:49:34
5425646805690,Beograd,Zemun,Sutjeska,62.0,2.5 Broj soba,XIX,22 Spratnost,Agencija,19,194000.0,2026-04-05 22:49:34
5425646805686,Beograd,Čukarica,Banovo brdo,99.0,4.0 Broj soba,III,4 Spratnost,Agencija,6,295454.0,2026-04-05 22:49:34
5425646941453,Beograd,Savski venac,Dedinje,92.0,3.0 Broj soba,PR,3 Spratnost,Agencija,10,436883.0,2026-04-05 22:49:34
5425646939788,Beograd,Voždovac,TC Stadion,64.0,2.5 Broj soba,III,4 Spratnost,Agencija,12,168000.0,2026-04-05 22:49:34
5425646053661,Beograd,Rakovica,Stari Košutnjak,24.0,1.0 Broj soba,PR Spratnost,,Agencija,6,44900.0,2026-04-05 22:49:34
5425646899059,Beograd,Stari grad,Centar,63.0,3.0 Broj soba,IV,4 Spratnost,Agencija,14,439900.0,2026-04-05 22:49:34
5425646790576,Beograd,Čukarica,Banovo brdo,72.0,3.0 Broj soba,VPR,7 Spratnost,Agencija,13,209900.0,2026-04-05 22:49:34
5425646652168,Beograd,Zvezdara,Mirijevo,49.48,2.0 Broj soba,IV,4 Spratnost,Agencija,2,105686.0,2026-04-05 22:49:34
5425646719474,Beograd,Rakovica,Centar,29.0,1.0 Broj soba,PR,6 Spratnost,Agencija,8,84900.0,2026-04-05 22:49:34
5425646941175,Beograd,Vračar,Čubura,85.51,3.5 Broj soba,III,7 Spratnost,Agencija,2,409600.0,2026-04-05 22:49:34
5425645400008,Beograd,Zemun,Zemunske kapije,37.0,1.0 Broj soba,IV,7 Spratnost,Agencija,13,163000.0,2026-04-05 22:49:34
5425646704676,Beograd,Vračar,Krunska,168.0,5+ Broj soba,III,6 Spratnost,Agencija,20,765000.0,2026-04-05 22:49:34
5425646940082,Beograd,Stari grad,Kralja Petra,64.0,3.0 Broj soba,V,5 Spratnost,Agencija,17,395000.0,2026-04-05 22:49:34
5425646939765,Beograd,Vračar,Karađorđev park,73.0,3.5 Broj soba,I,6 Spratnost,Agencija,20,310000.0,2026-04-05 22:49:34
5425646939322,Beograd,Zvezdara,Mirijevo,45.0,1.5 Broj soba,PSUT,4 Spratnost,Agencija,8,118000.0,2026-04-05 22:49:34
5425646939320,Beograd,Zvezdara,Mirijevo,37.0,2.0 Broj soba,II,3 Spratnost,Agencija,13,159000.0,2026-04-05 22:49:34
5425646056695,Beograd,Voždovac,Banjica,63.0,2.5 Broj soba,VI,7 Spratnost,Agencija,18,270000.0,2026-04-05 22:49:34
5425646083943,Beograd,Palilula,Višnjička Banja,78.0,2.5 Broj soba,IV,4 Spratnost,Agencija,20,187000.0,2026-04-05 22:49:34
5425646235295,Beograd,Novi Beograd,Blok 58,99.0,3.0 Broj soba,III,10 Spratnost,Agencija,9,410000.0,2026-04-05 22:49:34
5425646395398,Beograd,Voždovac,Vojvode Stepe,124.0,4.0 Broj soba,I,3 Spratnost,Agencija,13,345000.0,2026-04-05 22:49:34
5425646233206,Beograd,Zemun,Gornji grad,92.0,3.0 Broj soba,II,2 Spratnost,Agencija,14,330000.0,2026-04-05 22:49:34
5425646940478,Beograd,Zvezdara,Severni bulevar,74.0,4.0 Broj soba,II,4 Spratnost,Agencija,10,224000.0,2026-04-05 22:49:34
5425646512304,Beograd,Palilula,Višnjica,42.0,2.0 Broj soba,III,3 Spratnost,Agencija,12,88000.0,2026-04-05 22:49:34
5425642948225,Beograd,Savski venac,Beograd na vodi,140.0,4.0 Broj soba,XV,17 Spratnost,Agencija,20,1250000.0,2026-04-05 22:49:34
5425645101847,Beograd,Voždovac,Trošarina,172.27,4.0 Broj soba,VI,6 Spratnost,Agencija,2,438360.0,2026-04-05 22:49:34
5425645101849,Beograd,Voždovac,Trošarina,136.76,5.0 Broj soba,V,6 Spratnost,Agencija,2,330959.0,2026-04-05 22:49:34
5425644928224,Beograd,Stari grad,Skupština,115.0,4.0 Broj soba,V,6 Spratnost,Agencija,19,795000.0,2026-04-05 22:49:34
5425646940063,Beograd,Palilula,Karaburma,54.0,3.0 Broj soba,VPR,1 Spratnost,Agencija,15,157000.0,2026-04-05 22:49:34
5425646605266,Beograd,Zemun,Zelena avenija,70.0,3.0 Broj soba,III,8 Spratnost,Agencija,9,320000.0,2026-04-05 22:49:34
5425645494741,Beograd,Voždovac,Jajinci,49.0,2.5 Broj soba,II,2 Spratnost,Agencija,4,99000.0,2026-04-05 22:49:34
5425646795337,Beograd,Voždovac,Voždovačka crkva,155.5,4.0 Broj soba,VII,8 Spratnost,Agencija,20,559800.0,2026-04-05 22:49:34
5425646474910,Beograd,Voždovac,Vojvode Stepe,56.0,2.0 Broj soba,VI,6 Spratnost,Agencija,9,174000.0,2026-04-05 22:49:34
5425645735611,Beograd,Vračar,Kalenić pijaca,54.0,2.0 Broj soba,I,6 Spratnost,Agencija,19,235000.0,2026-04-05 22:49:34
5425646295466,Beograd,Vračar,Hram svetog Save,60.0,2.5 Broj soba,I,1 Spratnost,Agencija,15,240000.0,2026-04-05 22:49:34
5425645494028,Beograd,Palilula,Karaburma,57.0,2.0 Broj soba,PR,2 Spratnost,Agencija,8,165000.0,2026-04-05 22:49:34
5425646937158,Beograd,Grocka,Kaluđerica,37.0,1.5 Broj soba,II,4 Spratnost,Vlasnik,8,92500.0,2026-04-05 22:49:34
5425646917150,Beograd,Vračar,Maksima Gorkog,37.0,2.0 Broj soba,II,2 Spratnost,Agencija,10,138000.0,2026-04-05 22:49:34
5425646379344,Beograd,Savski venac,Beograd na vodi,56.0,2.0 Broj soba,I,15 Spratnost,Agencija,14,288000.0,2026-04-05 22:49:34
5425646794699,Beograd,Zvezdara,Đeram pijaca,50.0,3.0 Broj soba,III,7 Spratnost,Agencija,12,225000.0,2026-04-05 22:49:34
5425646794760,Beograd,Savski venac,Senjak,63.0,2.5 Broj soba,PR,1 Spratnost,Agencija,10,180000.0,2026-04-05 22:49:34
5425646932169,Beograd,Zvezdara,Lion,59.0,2.0 Broj soba,II,7 Spratnost,Agencija,8,310000.0,2026-04-05 22:49:34
5425646940449,Beograd,Savski venac,Dedinje,124.0,3.0 Broj soba,I,3 Spratnost,Agencija,8,613805.0,2026-04-05 22:49:34
5425646940545,Beograd,Čukarica,Rupčine,47.0,1.5 Broj soba,III,3 Spratnost,Agencija,16,132600.0,2026-04-05 22:49:34
5425646058906,Beograd,Voždovac,Jajinci,97.0,3.0 Broj soba,II,2 Spratnost,Vlasnik,20,122000.0,2026-04-05 22:49:34
5425646940338,Beograd,Stari grad,Atelje 212,78.0,3.0 Broj soba,IV,4 Spratnost,Agencija,20,315000.0,2026-04-05 22:49:34
5425646254168,Beograd,Savski venac,Beograd na vodi,53.0,2.0 Broj soba,IX Spratnost,,Agencija,6,255000.0,2026-04-05 22:49:34
5425644330458,Beograd,Voždovac,Saobraćajni fakultet,47.0,2.0 Broj soba,IV,4 Spratnost,Agencija,11,121000.0,2026-04-05 22:49:34
5425646670900,Beograd,Vračar,Slavija,57.0,2.5 Broj soba,PR,5 Spratnost,Agencija,14,188000.0,2026-04-05 22:49:34
5425646939298,Beograd,Voždovac,FON - Bilećka,44.0,2.0 Broj soba,VI Spratnost,,Agencija,8,165000.0,2026-04-05 22:49:34
5425646095370,Beograd,Grocka,Kaluđerica,68.0,2.5 Broj soba,PR,2 Spratnost,Agencija,20,97000.0,2026-04-05 22:49:34
5425642064993,Beograd,Voždovac,Jajinci,66.0,3.0 Broj soba,PR,3 Spratnost,Agencija,10,130000.0,2026-04-05 22:49:34
5425646937385,Beograd,Stari grad,Centar,110.0,3.5 Broj soba,III,4 Spratnost,Agencija,16,499000.0,2026-04-05 22:49:34
5425646938350,Beograd,Stari grad,Centar,101.0,4.0 Broj soba,II,4 Spratnost,Agencija,1,345000.0,2026-04-05 22:49:34
5425645779874,Beograd,Zemun,Centar,71.0,2.0 Broj soba,VPR,1 Spratnost,Agencija,2,240000.0,2026-04-05 22:49:34
5425646939757,Beograd,Voždovac,Šumice,27.08,0.5 Broj soba,PR,3 Spratnost,Agencija,7,125000.0,2026-04-05 22:49:34
5425646805637,Beograd,Zemun,Gornji grad,48.0,2.0 Broj soba,III,4 Spratnost,Agencija,20,155000.0,2026-04-05 22:49:34
5425646805635,Beograd,Palilula,Borča,86.0,4.0 Broj soba,PR,2 Spratnost,Agencija,8,189200.0,2026-04-05 22:49:34
5425646939755,Beograd,Voždovac,Šumice,59.62,3.0 Broj soba,III,3 Spratnost,Agencija,10,199727.0,2026-04-05 22:49:34
5425646940746,Beograd,Zvezdara,Zeleno brdo,70.8,4.0 Broj soba,III,3 Spratnost,Agencija,2,177000.0,2026-04-05 22:49:34
5425646235190,Beograd,Palilula,Karaburma,54.0,2.0 Broj soba,IV,5 Spratnost,Agencija,11,142000.0,2026-04-05 22:49:34
5425646939748,Beograd,Obrenovac,Obrenovac (mesto),78.0,3.0 Broj soba,I,3 Spratnost,Agencija,10,121000.0,2026-04-05 22:49:34
5425646940744,Beograd,Savski venac,Dedinje,172.0,2.0 Broj soba,III,3 Spratnost,Agencija,9,442497.0,2026-04-05 22:49:34
5425646940743,Beograd,Zvezdara,Zeleno brdo,45.59,2.5 Broj soba,I,3 Spratnost,Agencija,2,116254.0,2026-04-05 22:49:34
5425646794093,Beograd,Čukarica,Žarkovo,64.0,3.0 Broj soba,I,3 Spratnost,Agencija,12,183000.0,2026-04-05 22:49:34
5425644596943,Beograd,Čukarica,Žarkovo,83.0,3.0 Broj soba,III,4 Spratnost,Agencija,19,200000.0,2026-04-05 22:49:34
5425646657169,Beograd,Palilula,Profesorska kolonija,59.0,2.0 Broj soba,I,2 Spratnost,Agencija,10,210000.0,2026-04-05 22:49:34
5425643347056,Beograd,Zvezdara,Cvetanova ćuprija,87.0,3.0 Broj soba,I,3 Spratnost,Agencija,1,147900.0,2026-04-05 22:49:34
5425646940054,Beograd,Palilula,Karaburma,110.0,5+ Broj soba,IV,5 Spratnost,Agencija,20,278000.0,2026-04-05 22:49:34
5425646260003,Beograd,Surčin,Surčin (mesto),22.0,0.5 Broj soba,I,2 Spratnost,Agencija,5,52500.0,2026-04-05 22:49:34
5425646790673,Beograd,Grocka,Leštane,49.0,2.5 Broj soba,II,2 Spratnost,Agencija,8,90000.0,2026-04-05 22:49:34
5425646632231,Beograd,Zemun,Prvomajska,115.0,4.0 Broj soba,VI,6 Spratnost,Agencija,11,316250.0,2026-04-05 22:49:34
5425646633017,Beograd,Zemun,Prvomajska,71.0,3.0 Broj soba,II,6 Spratnost,Agencija,10,195250.0,2026-04-05 22:49:34
5425646938626,Beograd,Grocka,Kaluđerica,69.28,2.5 Broj soba,I,2 Spratnost,Agencija,20,140000.0,2026-04-05 22:49:34
5425646407770,Beograd,Zemun,Gornji grad,65.0,3.0 Broj soba,II Spratnost,,Agencija,1,179000.0,2026-04-05 22:49:34
5425646406434,Beograd,Zemun,Gornji grad,50.0,3.0 Broj soba,II Spratnost,,Agencija,1,138000.0,2026-04-05 22:49:34
5425646868842,Beograd,Novi Beograd,Blok 65,69.0,2.0 Broj soba,XXVI Spratnost,,Agencija,20,420000.0,2026-04-05 22:49:34
5425646938335,Beograd,Čukarica,Banovo brdo,69.0,2.5 Broj soba,II,5 Spratnost,Agencija,16,280000.0,2026-04-05 22:49:34
5425643939441,Beograd,Novi Beograd,Tošin bunar,70.0,2.0 Broj soba,II,11 Spratnost,Agencija,1,280000.0,2026-04-05 22:49:34
5425646662823,Beograd,Stari grad,Skupština,110.0,5.0 Broj soba,III Spratnost,,Agencija,12,550000.0,2026-04-05 22:49:34
5425646797110,Beograd,Palilula,Krnjača,29.0,1.0 Broj soba,II Spratnost,,Agencija,10,85000.0,2026-04-05 22:49:34
5425646920099,Beograd,Voždovac,Gospodara Vučića,65.0,3.0 Broj soba,SUT,3 Spratnost,Agencija,6,185250.0,2026-04-05 22:49:34
5425646932217,Beograd,Zvezdara,Bulbulder,83.0,3.0 Broj soba,I Spratnost,,Agencija,10,250000.0,2026-04-05 22:49:34
5425646095241,Beograd,Zvezdara,Severni bulevar,73.0,3.5 Broj soba,I,3 Spratnost,Agencija,12,225000.0,2026-04-05 22:49:34
5425646095237,Beograd,Novi Beograd,Blok 58,76.0,3.0 Broj soba,III,9 Spratnost,Agencija,13,350000.0,2026-04-05 22:49:34
5425645494040,Beograd,Vračar,Hram svetog Save,71.0,3.0 Broj soba,III,5 Spratnost,Agencija,18,354900.0,2026-04-05 22:49:34
5425646670769,Beograd,Savski venac,Centar,36.0,1.0 Broj soba,III,8 Spratnost,Agencija,17,164000.0,2026-04-05 22:49:34
5425646938321,Beograd,Zemun,Zemunske kapije,98.0,3.5 Broj soba,I,3 Spratnost,Agencija,1,323000.0,2026-04-05 22:49:34
5425646938318,Beograd,Voždovac,Jajinci,127.0,3.0 Broj soba,III,3 Spratnost,Agencija,20,191500.0,2026-04-05 22:49:34
5425646351205,Beograd,Novi Beograd,Ledine,57.0,3.0 Broj soba,III,3 Spratnost,Agencija,40,156750.0,2026-04-05 22:49:34
5425646669955,Beograd,Novi Beograd,Ledine,48.0,2.0 Broj soba,II,4 Spratnost,Agencija,2,120000.0,2026-04-05 22:49:34
5425646713909,Beograd,Palilula,Karaburma,44.0,2.0 Broj soba,I,4 Spratnost,Agencija,2,158164.0,2026-04-05 22:49:34
5425646805667,Beograd,Novi Beograd,Stari Merkator,61.0,3.0 Broj soba,I,4 Spratnost,Agencija,17,275000.0,2026-04-05 22:49:34
5425646543862,Beograd,Zvezdara,Gradska bolnica,33.0,0.5 Broj soba,I,6 Spratnost,Agencija,13,126000.0,2026-04-05 22:49:34
5425646805664,Beograd,Savski venac,Senjak,53.0,2.5 Broj soba,I,1 Spratnost,Agencija,12,180000.0,2026-04-05 22:49:34
5425646719083,Beograd,Zemun,Centar,55.0,2.0 Broj soba,II,2 Spratnost,Agencija,10,199000.0,2026-04-05 22:49:34
5425646732827,Beograd,Zemun,Gornji grad,61.0,3.0 Broj soba,VPR,2 Spratnost,Agencija,20,190000.0,2026-04-05 22:49:34
5425646778777,Beograd,Zemun,Gornji grad,59.0,2.0 Broj soba,I,1 Spratnost,Agencija,16,159000.0,2026-04-05 22:49:34
5425646786724,Beograd,Zemun,Batajnica,104.0,4.0 Broj soba,I,1 Spratnost,Agencija,20,170000.0,2026-04-05 22:49:34
5425646795535,Beograd,Voždovac,Dušanovac,75.0,2.5 Broj soba,IV,4 Spratnost,Agencija,20,250000.0,2026-04-05 22:49:34
5425646941154,Beograd,Zemun,Save Kovačevića,29.0,1.0 Broj soba,PR Spratnost,,Agencija,10,60000.0,2026-04-05 22:49:34
5425646543858,Beograd,Vračar,Kalenić pijaca,20.0,0.5 Broj soba,PR,3 Spratnost,Agencija,11,130000.0,2026-04-05 22:49:34
5425646668509,Beograd,Čukarica,Cerak,50.0,1.5 Broj soba,IV,4 Spratnost,Agencija,12,129000.0,2026-04-05 22:49:34
5425646540937,Beograd,Mladenovac,Mladenovac (mesto),73.71,3.0 Broj soba,I,6 Spratnost,Agencija,6,128480.0,2026-04-05 22:49:34
5425646629436,Beograd,Voždovac,Autokomanda,57.0,2.0 Broj soba,III,3 Spratnost,Agencija,6,179200.0,2026-04-05 22:49:34
5425646185262,Beograd,Vračar,Centar,95.0,3.0 Broj soba,II,4 Spratnost,Agencija,16,400000.0,2026-04-05 22:49:34
5425646937208,Beograd,Zvezdara,Đeram pijaca,40.0,1.5 Broj soba,V,6 Spratnost,Agencija,20,220000.0,2026-04-05 22:49:34
5425643323770,Beograd,Palilula,Profesorska kolonija,103.0,3.0 Broj soba,II,3 Spratnost,Agencija,19,419000.0,2026-04-05 22:49:34
5425646398715,Beograd,Rakovica,Stari Košutnjak,79.0,3.0 Broj soba,III,4 Spratnost,Agencija,10,245000.0,2026-04-05 22:49:34
5425646669495,Beograd,Čukarica,Cerak,76.0,3.0 Broj soba,I Spratnost,,Agencija,14,150000.0,2026-04-05 22:49:34
5425644365348,Beograd,Vračar,Krunski venac,64.0,2.0 Broj soba,I,5 Spratnost,Agencija,16,285000.0,2026-04-05 22:49:34
5425645803340,Beograd,Novi Beograd,Blok 58,109.0,3.0 Broj soba,IX,10 Spratnost,Agencija,18,556000.0,2026-04-05 22:49:34
5425646937671,Beograd,Voždovac,Medaković 2,47.0,2.0 Broj soba,III,6 Spratnost,Agencija,15,134900.0,2026-04-05 22:49:34
5425646095224,Beograd,Novi Beograd,Blok 58,84.0,3.0 Broj soba,IV,9 Spratnost,Agencija,12,385000.0,2026-04-05 22:49:34
5425646662867,Beograd,Palilula,Borča,102.0,4.0 Broj soba,I,2 Spratnost,Agencija,16,180000.0,2026-04-05 22:49:34
5425645958511,Beograd,Stari grad,Knez Mihailova,40.0,1.5 Broj soba,IV,4 Spratnost,Agencija,9,220000.0,2026-04-05 22:49:34
5425646063505,Beograd,Voždovac,Bulevar oslobođenja,68.33,3.0 Broj soba,II,4 Spratnost,Agencija,10,274000.0,2026-04-05 22:49:34
5425646937734,Beograd,Voždovac,Trošarina,38.0,1.5 Broj soba,PR,3 Spratnost,Agencija,2,136800.0,2026-04-05 22:49:34
5425646937670,Beograd,Novi Beograd,Stari Merkator,49.0,2.0 Broj soba,VPR,5 Spratnost,Agencija,12,228000.0,2026-04-05 22:49:34
5425646380817,Beograd,Vračar,Krunski venac,105.0,4.0 Broj soba,I,5 Spratnost,Agencija,18,485000.0,2026-04-05 22:49:34
5425646216937,Beograd,Stari grad,Dorćol,91.0,4.0 Broj soba,VPR,2 Spratnost,Agencija,15,377000.0,2026-04-05 22:49:34
5425644792193,Beograd,Novi Beograd,Blok 65,140.0,5.0 Broj soba,XIX,22 Spratnost,Agencija,18,799000.0,2026-04-05 22:49:34
5425645565860,Beograd,Zvezdara,Vukov Spomenik,92.0,3.5 Broj soba,VIII,8 Spratnost,Agencija,20,420000.0,2026-04-05 22:49:34
5425645248309,Beograd,Zvezdara,Vukov Spomenik,97.0,3.0 Broj soba,IV,6 Spratnost,Agencija,22,329000.0,2026-04-05 22:49:34
5425644990770,Beograd,Zvezdara,Cvetkova pijaca,155.0,4.0 Broj soba,,,Agencija,11,599000.0,2026-04-05 22:49:34
5425646937657,Beograd,Čukarica,Žarkovo,66.0,2.5 Broj soba,VPR,4 Spratnost,Agencija,11,135000.0,2026-04-05 22:49:34
5425644759013,Beograd,Rakovica,Vidikovac,160.0,4.0 Broj soba,VII,7 Spratnost,Agencija,20,448000.0,2026-04-05 22:49:34
5425646669930,Beograd,Novi Beograd,Blok 58,64.0,3.0 Broj soba,V,9 Spratnost,Agencija,18,299000.0,2026-04-05 22:49:34
5425645277029,Beograd,Voždovac,Trošarina,166.58,5.0 Broj soba,VIII,8 Spratnost,Agencija,17,549714.0,2026-04-05 22:49:34
5425645277028,Beograd,Voždovac,Trošarina,168.77,5.0 Broj soba,VIII,8 Spratnost,Agencija,10,556940.0,2026-04-05 22:49:34
5425646937648,Beograd,Rakovica,Vidikovac,73.0,3.5 Broj soba,XIV,15 Spratnost,Agencija,15,182000.0,2026-04-05 22:49:34
5425646670368,Beograd,Vračar,Svetozara Markovića,158.0,5.0 Broj soba,I,5 Spratnost,Agencija,20,639000.0,2026-04-05 22:49:34
5425646937643,Beograd,Grocka,Kaluđerica,41.0,1.5 Broj soba,I,3 Spratnost,Agencija,4,79407.0,2026-04-05 22:49:34
5425646095210,Beograd,Savski venac,Beograd na vodi,138.08,4.0 Broj soba,V,19 Spratnost,Agencija,23,1150000.0,2026-04-05 22:49:34
5425646080782,Beograd,Vračar,Kalenić pijaca,143.0,4.0 Broj soba,IV,6 Spratnost,Agencija,17,629000.0,2026-04-05 22:49:34
5425646384000,Beograd,Zvezdara,Mali Mokri Lug,42.0,2.0 Broj soba,PR,4 Spratnost,Agencija,18,150000.0,2026-04-05 22:49:34
5425646181580,Beograd,Novi Beograd,Bežanijska kosa 2,113.15,2.0 Broj soba,II,4 Spratnost,Agencija,24,497860.0,2026-04-05 22:49:34
5425646396182,Beograd,Zemun,Centar,101.0,3.0 Broj soba,PR,2 Spratnost,Agencija,12,295000.0,2026-04-05 22:49:34
5425645492801,Beograd,Palilula,Karaburma,56.0,2.0 Broj soba,VPR,5 Spratnost,Agencija,8,165000.0,2026-04-05 22:49:34
5425646937724,Beograd,Rakovica,Kneževac,36.0,1.5 Broj soba,I,3 Spratnost,Agencija,3,112000.0,2026-04-05 22:49:34
5425646800069,Beograd,Čukarica,Žarkovo,123.0,4.0 Broj soba,I,4 Spratnost,Agencija,17,420000.0,2026-04-05 22:49:34
5425646377005,Beograd,Zvezdara,Mirijevo,67.0,2.5 Broj soba,I,4 Spratnost,Agencija,3,154744.0,2026-04-05 22:49:34
5425645958487,Beograd,Zvezdara,Zvezdara 3,59.0,2.5 Broj soba,PR,4 Spratnost,Agencija,6,115050.0,2026-04-05 22:49:34
5425646801578,Beograd,Palilula,Padinska skela,51.0,2.5 Broj soba,VPR,3 Spratnost,Vlasnik,14,60000.0,2026-04-05 22:49:34
5425646937627,Beograd,Vračar,Krunski venac,74.0,3.0 Broj soba,IV Spratnost,,Agencija,17,415000.0,2026-04-05 22:49:34
5425646937626,Beograd,Vračar,Karađorđev park,73.0,4.0 Broj soba,I,5 Spratnost,Agencija,12,310000.0,2026-04-05 22:49:34
5425645277011,Beograd,Voždovac,Trošarina,158.75,4.0 Broj soba,VIII,8 Spratnost,Agencija,15,523875.0,2026-04-05 22:49:34
5425645706445,Beograd,Voždovac,Lekino brdo,120.0,4.0 Broj soba,V,5 Spratnost,Agencija,3,408000.0,2026-04-05 22:49:34
5425646937625,Beograd,Obrenovac,Obrenovac (mesto),81.0,3.0 Broj soba,III,3 Spratnost,Agencija,4,105000.0,2026-04-05 22:49:34
